tool,target,url,api_status_code,target_status_code,response_ms,has_title,has_expected_content,title,content_type,success,error
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,575,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,747,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,561,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,679,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,599,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,596,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,553,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,549,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,555,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,589,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,580,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,568,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,549,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,583,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,556,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,728,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,606,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,558,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,609,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,611,True,False,tripadvisor.com,text/html;charset=utf-8,False,
browserbase,TripAdvisor Paris restaurant listings,https://www.tripadvisor.com/Restaurants-g187147-Paris_Ile_de_France.html,200,403,640,True,False,tripadvisor.com,text/html;charset=utf-8,False,
